start_date,end_date,eod_ticker,open_figi,cik,cusip,isin,sector,industry,gic_sector,gic_group,gic_industry,gic_sub_industry,country_iso
2020-11-27,,HLLY.US,BBG00Y3N2SC4,1822928,,US43538H1032,Consumer Cyclical,Auto Parts,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,US
2021-07-12,,HLMN.US,BBG00XXPB3L3,1822492,,US4316361090,Industrials,Tools & Accessories,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
2017-02-28,,HLNE.US,BBG00FX58Q66,1433642,407497106,US4074971064,Financial Services,Asset Management,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
2013-12-12,,HLT.US,BBG0058KMH30,1585689,43300A104,US43300A2033,Consumer Cyclical,Lodging,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",US
2021-09-24,,HLTH.US,BBG00LDMHH68,1628945,,US2297901009,Healthcare,Health Information Services,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
2022-04-29,,HLVX.US,BBG012FCPWH5,1888012,,US43157M1027,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1997-07-01,,HLX.US,BBG000J7Q1L9,866829,127914109,US42330P1075,Energy,Oil & Gas Equipment & Services,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,US
1991-11-15,,HMN.US,BBG000BL7VL1,850141,440327104,US4403271046,Financial Services,Insurance - Property & Casualty,Financials,Insurance,Insurance,Multi-line Insurance,US
2021-01-29,,HMPT.US,BBG00YTSD4F3,1830197,,US43734L1061,Financial Services,Mortgage Finance,Financials,Banks,Banks,Regional Banks,US
2012-02-10,,HMST.US,BBG001P717K5,1518715,43785V102,US43785V1026,Financial Services,Banks - Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,US
1980-03-17,,HNI.US,BBG000C7QK61,48287,438092108,US4042511000,Industrials,Business Equipment & Supplies,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Office Services & Supplies,US
2002-10-15,,HNNA.US,BBG000F4P4Z0,1145255,425885100,US4258851009,Financial Services,Asset Management,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
1994-04-06,,HNRG.US,BBG000DP9RS0,788965,406092304,US40609P1057,Energy,Thermal Coal,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,US
2021-05-05,,HNST.US,BBG002TWLBL2,1530979,,US4383331067,Consumer Defensive,Household & Personal Products,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products,US
2001-04-18,,HOFT.US,BBG000BNSKG4,1077688,439038100,US4390381006,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,US
2020-07-02,,HOFV.US,BBG00QFP5QD3,1708176,,US40619L1026,Communication Services,Entertainment,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,US
1986-07-08,,HOG.US,BBG000BKZTP3,793952,412822108,US4128221086,Consumer Cyclical,Recreational Vehicles,Consumer Discretionary,Automobiles & Components,Automobiles,Motorcycle Manufacturers,US
1990-03-01,,HOLX.US,BBG000C3NTN5,859737,436440101,US4364401012,Healthcare,Medical Instruments & Supplies,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
2006-06-23,,HOMB.US,BBG000QJXDW9,1331520,436893200,US4368932004,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1984-11-05,,HON.US,BBG000H556T9,773840,019512102,US4385161066,Industrials,Conglomerates,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,US
2016-06-30,,HONE.US,BBG00NKZNGB6,1668224,41165Y100,US41165Y1001,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2019-04-18,,HOOK.US,BBG00NGMNKR4,1760542,43906K100,US43906K1007,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,,US
1996-12-27,,HOPE.US,BBG000DXHBN4,1128361,630801108,US43940T1097,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2012-10-11,,HOUS.US,BBG000QN4GY3,1398987,,US75605Y1064,Real Estate,Real Estate Services,Real Estate,Equity Real Estate Investment Trusts (REITs),Real Estate Management & Development,Real Estate Development,US
1984-11-05,,HOV.US,BBG000BLCBN7,357294,442487104,US4424874018,Consumer Cyclical,Residential Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,US
2021-04-30,,HOWL.US,BBG00QXQ9XK4,1785530,,US95075A1079,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1980-10-15,,HP.US,BBG000BLCPY4,46765,423452101,US4234521015,Energy,Oil & Gas Drilling,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,US
2015-10-19,,HPE.US,BBG0078W3NQ3,1645590,42824C109,US42824C1099,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",US
2018-05-29,,HPK.US,BBG00RD1PYM7,1792849,,US43114Q1058,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,US
1962-01-02,,HPQ.US,BBG000KHWT55,47217,428236103,US40434L1052,Technology,Computer Hardware,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",US
2002-06-06,,HQI.US,BBG000CX93B5,1140102,200497105,US4335351015,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services,US
2014-07-31,,HQY.US,BBG000TYXCT9,1428336,42226A107,US42226A1079,Healthcare,Health Information Services,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Managed Health Care,US
1984-11-05,,HRB.US,BBG000BLDV98,12659,093671105,US0936711052,Consumer Cyclical,Personal Services,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,US
1995-07-26,,HRBR.US,BBG000J6RC81,899394,41150R102,US41150R1023,Industrials,Airlines,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2016-06-20,,HRI.US,BBG000FNRZ69,1364479,42805T105,US42704L1044,Industrials,Rental & Leasing Services,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,US
1984-11-05,,HRL.US,BBG000BLF8D2,48465,440452100,US4404521001,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,US
2020-08-19,,HRMY.US,BBG00WBPG4C2,1802665,,US4131971040,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,US
2007-04-24,,HROW.US,BBG000QXWY44,1360214,45323A102,US4158581094,Healthcare,Drug Manufacturers - Specialty & Generic,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,US
2021-10-29,,HRT.US,BBG012VBTXX5,1859285,,US4335371070,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,US
2014-05-23,,HRTG.US,BBG006D4PF48,1598665,42727J102,US42727J1025,Financial Services,Insurance - Property & Casualty,Financials,Insurance,Insurance,Property & Casualty Insurance,US
1987-08-26,,HRTX.US,BBG000G2GJT7,818033,00754G102,US4277461020,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2010-10-29,,HRZN.US,BBG000QJZTT6,1487428,44045A102,US44045A1025,Financial Services,Asset Management,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
2014-06-27,,HSDT.US,BBG006QSQYY6,1610853,42328V504,US42328V6039,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
1995-11-03,,HSIC.US,BBG000BNMMJ3,1000228,806407102,US8064071025,Healthcare,Medical Distribution,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Distributors,US
1999-04-27,,HSII.US,BBG000CYTZ93,1066605,422819102,US4228191023,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services,US
1997-07-01,,HSKA.US,BBG000BWFH48,1038133,42805E207,US42805E3062,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
2003-03-17,,HSON.US,BBG000KSMLN9,1210708,443787205,US4437872058,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services,US
1984-11-05,,HST.US,BBG000BL8804,1070750,44107P104,US44107P1049,Real Estate,REIT - Hotel & Motel,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Hotel & Resort REITs,US
2000-04-11,,HSTM.US,BBG000BVK1D9,1095565,42222N103,US42222N1037,Healthcare,Health Information Services,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care Technology,US
2013-07-25,,HSTO.US,BBG000R5W7T6,1383701,,US43358Y2028,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1984-11-05,,HSY.US,BBG000BLHRS2,47111,427866108,US4278661081,Consumer Defensive,Confectioners,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,US
2000-04-11,,HT.US,BBG000BBB8Y5,1063344,427825203,US4278255009,Real Estate,REIT - Hotel & Motel,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Hotel & Resort REITs,US
2012-07-11,,HTBI.US,BBG002CV5W70,1538263,437872104,US4378721041,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1998-07-31,,HTBK.US,BBG000C48437,1053352,426927109,US4269271098,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2005-06-09,,HTGC.US,BBG000C2R8K2,1280784,427096508,US4270965084,Financial Services,Asset Management,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
2004-02-12,,HTH.US,BBG000GM73Y2,1265131,008273104,US4327481010,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1986-11-05,,HTLD.US,BBG000BLJLJ3,799233,422347104,US4223471040,Industrials,Trucking,Industrials,Transportation,Ground Transportation,Trucking,US
1998-06-11,,HTLF.US,BBG000GKFKW1,920112,42234Q102,US42234Q1022,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2021-07-01,,HTZ.US,BBG011N57109,1657853,,US42806J7000,Industrials,Rental & Leasing Services,Industrials,Transportation,Ground Transportation,Passenger Ground Transportation,US
1996-03-13,,HUBG.US,BBG000G9W6L0,940942,443320106,US4433201062,Industrials,Integrated Freight & Logistics,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,US
2014-10-09,,HUBS.US,BBG000N7MZ06,1404655,443573100,US4435731009,Technology,Software - Application,Information Technology,Software & Services,Software,Application Software,US
1980-03-17,,HUM.US,BBG000BLKK03,49071,444859102,US4448591028,Healthcare,Healthcare Plans,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Managed Health Care,US
2020-12-01,,HUMA.US,BBG00XPPT7S7,1818382,,US44486Q1031,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1980-08-27,,HURC.US,BBG000BLL051,315374,447324104,US4473241044,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
2004-10-13,,HURN.US,BBG000PV2M48,1289848,447462102,US4474621020,Industrials,Consulting Services,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services,US
2002-01-18,,HUSA.US,BBG000DS8D97,1156041,44183U100,US44183U2096,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,US
1980-03-17,,HVT.US,BBG000FVBPJ6,216085,419596101,US4195961010,Consumer Cyclical,Home Improvement Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Homefurnishing Retail,US
2000-06-21,,HWBK.US,BBG000BHQP32,893847,301309100,US4204761039,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1991-06-28,,HWC.US,BBG000CBC7D8,750577,410120109,US4101201097,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1984-11-05,,HWKN.US,BBG000BLLWV2,46250,420200107,US4202611095,Basic Materials,Specialty Chemicals,Materials,Materials,Chemicals,Commodity Chemicals,US
2016-10-20,,HWM.US,BBG00DYNJGH9,4281,013817507,US4432011082,Industrials,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,US
1984-11-05,,HXL.US,BBG000BLMDQ9,717605,428291108,US4282911084,Industrials,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,US
2012-09-28,,HY.US,BBG000BDS374,1173514,449172998,US4491721050,Industrials,Farm & Heavy Construction Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
2020-12-10,,HYFM.US,BBG00MGFV5T3,1695295,,US44888K2096,Industrials,Farm & Heavy Construction Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
2019-04-22,,HYLN.US,BBG00N9MJTZ9,1759631,,US4491091074,Consumer Cyclical,Auto Parts,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
2018-03-12,,HYMC.US,BBG00JSBZPQ1,1718405,,US44862P1093,Basic Materials,Gold,Materials,Materials,Metals & Mining,Gold,US
2020-12-14,,HYZN.US,BBG00Y2JHBG1,1716583,,US44951Y1029,Consumer Cyclical,Auto Parts,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,US
2015-06-23,,HZN.US,BBG008MPMC56,1637655,44052W104,US44052W1045,,,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,US
2011-07-28,,HZNP.US,BBG0014FFY08,1492426,G46188101,US44047T1097,Healthcare,Drug Manufacturers - General,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,US
1998-06-03,,HZO.US,BBG000C1SRH5,1057060,567908108,US5679081084,Consumer Cyclical,Specialty Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Other Specialty Retail,US
2020-07-01,,IAC.US,BBG00S1LR2C3,1800227,827740101,US44891N2080,Communication Services,Internet Content & Information,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,US
1995-08-16,,IART.US,BBG000BZJQL8,917520,457985109,US4579852082,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
2021-06-30,,IAS.US,BBG011BPJYK1,1842718,,US45828L1089,Communication Services,Advertising Agencies,Communication Services,Media & Entertainment,Media,Advertising,US
1985-09-04,,IBCP.US,BBG000BLN9N0,39311,453838104,US4538386099,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2020-08-07,,IBEX.US,BBG00W0LQ673,1720420,,BMG4690M1010,Technology,Information Technology Services,Information Technology,Software & Services,Software,Application Software,US
2008-08-19,,IBIO.US,BBG000D5F2L9,1420720,451033203,US4510332038,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2007-05-04,,IBKR.US,BBG000LV0836,1381197,45841N107,US45841N1072,Financial Services,Capital Markets,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,US
1962-01-02,,IBM.US,BBG000BLNNH6,51143,459200101,US4592001014,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,US
1995-08-30,,IBOC.US,BBG000BS0N59,315709,459044103,US4590441030,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2014-02-13,,IBP.US,BBG005TJKDZ6,1580905,45780R101,US45780R1014,Consumer Cyclical,Residential Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,US
2015-07-28,,IBRX.US,BBG007T9DYW9,1326110,,US45256X1037,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2013-04-04,,IBTX.US,BBG003981NS4,1564618,45384B106,US45384B1061,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1984-12-13,,ICAD.US,BBG000KM7J81,749660,443209101,US44934S2068,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care Technology,US
2014-08-08,,ICD.US,BBG006PWRK77,1537028,453415606,US4534156066,Energy,Oil & Gas Drilling,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,US
2005-11-16,,ICE.US,BBG000C1FB75,1571949,45865V100,US45866F1049,Financial Services,Financial Data & Stock Exchanges,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,US
2006-09-28,,ICFI.US,BBG000BBXVK5,1362004,44925C103,US44925C1036,Industrials,Consulting Services,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services,US
2016-12-09,,ICHR.US,BBG00F9VSCH3,1652535,G4740B105,KYG4740B1059,Technology,Semiconductor Equipment & Materials,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,US
2012-10-11,,ICPT.US,BBG001J1QN87,1270073,45845P108,US45845P1084,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1992-03-31,,ICUI.US,BBG000CQV2N4,883984,44930G107,US44930G1076,Healthcare,Medical Instruments & Supplies,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,US
2021-07-29,,ICVX.US,BBG00QHK2J87,1786255,,US45114M1099,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1984-11-05,,IDA.US,BBG000BLR3Y7,837852,16938M104,US45166V1061,Industrials,Farm & Heavy Construction Machinery,Information Technology,Software & Services,Software,Application Software,US
1984-11-05,,IDCC.US,BBG000HLJ7M4,1405495,45866A105,US45867G1013,Technology,Software - Application,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,US
1995-07-24,,IDEX.US,BBG000BM2S95,837852,16938M104,US45166V1061,Industrials,Farm & Heavy Construction Machinery,Information Technology,Software & Services,Software,Application Software,US
1999-11-19,,IDN.US,BBG000C3Q7K3,1040896,45817G102,US45817G2012,Technology,Software - Application,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,US
2001-05-16,,IDT.US,BBG000NRVQJ2,1005731,448947309,US4489475073,Communication Services,Telecom Services,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,US
1998-05-20,,IDXG.US,BBG000BDV1D7,1054102,74312N107,US46062X3035,Healthcare,Diagnostics & Research,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Services,US
1991-06-21,,IDXX.US,BBG000BLRT07,874716,45168D104,US45168D1046,Healthcare,Diagnostics & Research,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
2019-05-23,,IDYA.US,BBG00CTZ4D83,1676725,45166A102,US45166A1025,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2022-06-28,,IE.US,BBG012WFRMG0,1879016,,US46578C1080,Basic Materials,Copper,Materials,Materials,Metals & Mining,Diversified Metals & Mining,US
2006-05-15,,IESC.US,BBG000PHV438,1048268,45811E103,US44951W1062,Industrials,Engineering & Construction,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,US
1989-06-02,,IEX.US,BBG000C1HN22,832101,45167R104,US45167R1041,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
1974-12-17,,IFF.US,BBG000BLSL58,51253,459506101,US4595061015,Basic Materials,Specialty Chemicals,Materials,Materials,Chemicals,Specialty Chemicals,US
2019-09-18,,IGMS.US,BBG00PNR1BT2,1496323,449585108,US4495851085,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1990-03-26,,IGT.US,BBG0081VHTP3,1619762,,GB00BVG7F061,Consumer Cyclical,Gambling,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,US
2019-05-07,,IHRT.US,BBG00P2FSNZ9,1400891,45174J509,US45174J5092,Communication Services,Broadcasting,Communication Services,Media & Entertainment,Media,Broadcasting,US
2007-02-12,,III.US,BBG000Q218R8,1371489,45675Y203,US45675Y1047,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,US
1985-04-25,,IIIN.US,BBG000KFLDK9,764401,45774W108,US45774W1080,Industrials,Metal Fabrication,Industrials,Capital Goods,Building Products,Building Products,US
2018-06-21,,IIIV.US,BBG00L32N3N8,1728688,46571Y107,US46571Y1073,Technology,Software - Infrastructure,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,US
2016-12-01,,IIPR.US,BBG00F0SW7N8,1677576,45781V101,US45781V1017,Real Estate,REIT - Industrial,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Industrial REITs,US
2021-03-26,,IKNA.US,BBG00XZY4TG9,1835579,,US45175G1085,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2000-07-28,,ILMN.US,BBG000DSMS70,1110803,452327109,US4523271090,Healthcare,Diagnostics & Research,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,US
2018-01-12,,ILPT.US,BBG00JBBPRZ6,1717307,456237106,US4562371066,Real Estate,REIT - Industrial,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Industrial REITs,US
1994-06-10,,IMAX.US,BBG000K8KKL9,921582,45245E109,US45245E1091,Communication Services,Entertainment,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,US
1989-11-17,,IMGN.US,BBG000C2JTB5,855654,45253H101,US45253H1014,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1987-09-28,,IMKTA.US,BBG000BLXDJ5,50493,457030104,US4570301048,Consumer Defensive,Grocery Stores,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,US
1999-11-12,,IMMR.US,BBG000C0ZCX4,1058811,452521107,US4525211078,Technology,Software - Application,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",US
2020-10-02,,IMNM.US,BBG00BR93ZG8,1472012,,US45257U1088,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1995-07-24,,IMNN.US,BBG000BJJGT8,749647,,,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2021-07-30,,IMRX.US,BBG009QXJQS1,1790340,,US45254E1073,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2014-04-17,,IMUX.US,BBG001M75SX4,1280776,4525EP101,US4525EP1011,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2019-06-21,,IMVT.US,BBG00P5MC0Q8,1764013,45258J201,US45258J1025,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2017-03-27,,IMXI.US,BBG00G6D5MS5,1683695,31810G208,US46005L1017,Technology,Software - Infrastructure,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,US
2004-12-28,,INBK.US,BBG000LF59X1,1562463,320557101,US3205571017,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2020-08-21,,INBX.US,BBG00P80N9T9,1739614,,US45720L1070,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1993-12-06,,INCY.US,BBG000BNPSQ9,879169,45337C102,US45337C1027,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1986-05-15,,INDB.US,BBG000BM0597,776901,453836108,US4538361084,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2019-10-04,,INDI.US,BBG00Z3XTNX8,1841925,,US45569U1016,Technology,Semiconductor Equipment & Materials,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,US
1997-06-18,,INDT.US,BBG000BB3X33,1037390,,US45580R1032,Real Estate,Residential & Commercial REITs,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Industrial REITs,US
2021-10-27,,INFA.US,BBG012THM3Q6,1080099,,US45674M1018,Technology,Software - Infrastructure,Information Technology,Software & Services,Software,Application Software,US
2007-06-07,,INFN.US,BBG000R1CHD2,1138639,45667G103,US45667G1031,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,US
2006-06-16,,INFU.US,BBG000P0ZZR6,1337013,411357205,US45685K1025,Healthcare,Medical Instruments & Supplies,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Services,US
1999-03-11,,INFY.US,BBG000BSGQL7,,456788108,US4567881085,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,US
2014-02-14,,INGN.US,BBG0021PH456,1294133,45780L104,US45780L1044,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
1997-12-11,,INGR.US,BBG000BXPZB7,1046257,219023108,US4571871023,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Services,US
2021-10-15,,INKT.US,BBG012J84VS3,1840229,,US6036931029,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2011-02-09,,INN.US,BBG0014KPS18,1497645,866082100,US8660821005,Real Estate,REIT - Hotel & Motel,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Hotel & Resort REITs,US
2021-03-04,,INNV.US,BBG00Z6F8708,1834376,45778V205,US45784A1043,Healthcare,Medical Care Facilities,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
1998-12-08,,INO.US,BBG000BK6YX5,1055726,371916305,US45773H2013,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1993-08-10,,INOD.US,BBG000BHZYZ8,903651,457642106,US4576422053,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,US
2014-12-11,,INSE.US,BBG007FJ83S1,1615063,448740209,US45782N1081,Consumer Cyclical,Gambling,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,US
2000-11-16,,INSG.US,BBG00DWX7QH0,1022652,66987M109,US45782B1044,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,US
